pk,gid,seas,wk,team,sck,saf,blk,ints,frcv,tdd,tdret,allow_0,allow_1-6,allow_7-13,allow_14-20,allow_21-27,allow_28-34,allow_35+,f_pts
1&ATL,1,2000,1,ATL,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.0
1&SF,1,2000,1,SF,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.0
2&CLE,2,2000,1,CLE,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
2&JAC,2,2000,1,JAC,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0
3&DAL,3,2000,1,DAL,1.0,0,0,3,0,0,0,0,0,0,0,0,0,1,3.0
3&PHI,3,2000,1,PHI,4.0,0,0,2,0,1,0,0,0,0,1,0,0,0,15.0
4&GB,4,2000,1,GB,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0
4&NYJ,4,2000,1,NYJ,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
5&IND,5,2000,1,IND,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0
5&KC,5,2000,1,KC,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
6&MIA,6,2000,1,MIA,4.0,0,0,4,2,0,0,1,0,0,0,0,0,0,26.0
6&SEA,6,2000,1,SEA,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
7&MIN,7,2000,1,MIN,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
7&CHI,7,2000,1,CHI,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
8&NE,8,2000,1,NE,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
8&TB,8,2000,1,TB,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.0
9&NO,9,2000,1,NO,2.0,0,0,1,1,1,0,0,0,0,1,0,0,0,13.0
9&DET,9,2000,1,DET,5.0,0,1,1,2,0,0,0,0,1,0,0,0,0,18.0
10&NYG,10,2000,1,NYG,1.0,0,0,3,2,0,0,0,0,0,1,0,0,0,12.0
10&ARI,10,2000,1,ARI,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,4.0
11&SD,11,2000,1,SD,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.0
11&OAK,11,2000,1,OAK,2.0,1,0,3,1,0,0,0,1,0,0,0,0,0,21.0
12&BAL,12,2000,1,BAL,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,13.0
12&PIT,12,2000,1,PIT,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
13&CAR,13,2000,1,CAR,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
13&WAS,13,2000,1,WAS,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.0
14&BUF,14,2000,1,BUF,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0
14&TEN,14,2000,1,TEN,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
15&DEN,15,2000,1,DEN,2.0,0,0,3,0,1,0,0,0,0,0,0,0,1,10.0
15&STL,15,2000,1,STL,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
16&BAL,16,2000,2,BAL,4.0,0,0,2,2,0,0,0,0,0,0,0,0,1,8.0
16&JAC,16,2000,2,JAC,3.0,0,0,2,0,0,0,0,0,0,0,0,0,1,3.0
17&GB,17,2000,2,GB,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0
17&BUF,17,2000,2,BUF,4.0,0,0,0,2,0,0,0,0,0,1,0,0,0,9.0
18&CIN,18,2000,2,CIN,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
18&CLE,18,2000,2,CLE,7.0,0,1,2,1,0,0,0,0,1,0,0,0,0,20.0
19&DEN,19,2000,2,DEN,6.0,0,0,0,3,0,0,0,0,0,1,0,0,0,13.0
19&ATL,19,2000,2,ATL,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
20&WAS,20,2000,2,WAS,2.0,0,0,2,0,0,0,0,0,0,1,0,0,0,7.0
20&DET,20,2000,2,DET,1.0,0,0,4,0,0,0,0,0,1,0,0,0,0,13.0
21&OAK,21,2000,2,OAK,2.0,0,0,2,1,0,0,0,0,0,0,0,1,0,7.0
21&IND,21,2000,2,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
22&MIN,22,2000,2,MIN,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0
22&MIA,22,2000,2,MIA,3.0,0,0,3,1,0,0,0,0,1,0,0,0,0,15.0
23&PHI,23,2000,2,PHI,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
23&NYG,23,2000,2,NYG,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.0
24&SD,24,2000,2,SD,0.0,0,0,2,1,0,0,0,0,0,0,0,1,0,5.0
24&NO,24,2000,2,NO,5.0,0,0,2,0,0,0,0,0,0,0,1,0,0,9.0
25&SF,25,2000,2,SF,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
25&CAR,25,2000,2,CAR,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
26&SEA,26,2000,2,SEA,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,5.0
26&STL,26,2000,2,STL,3.0,0,0,2,1,1,0,0,0,0,0,0,1,0,14.0
27&CHI,27,2000,2,CHI,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
27&TB,27,2000,2,TB,5.0,0,0,2,2,1,0,1,0,0,0,0,0,0,29.0
28&TEN,28,2000,2,TEN,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
28&KC,28,2000,2,KC,4.0,0,0,2,1,1,0,0,0,0,1,0,0,0,17.0
29&DAL,29,2000,2,DAL,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
29&ARI,29,2000,2,ARI,1.0,0,0,0,3,0,0,0,0,0,0,0,1,0,6.0
30&NE,30,2000,2,NE,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
30&NYJ,30,2000,2,NYJ,6.0,0,0,0,2,0,0,0,0,0,1,0,0,0,11.0
31&ATL,31,2000,3,ATL,4.0,0,2,2,1,0,0,0,0,1,0,0,0,0,20.0
31&CAR,31,2000,3,CAR,2.0,0,0,0,2,0,0,0,0,0,1,0,0,0,7.0
32&CHI,32,2000,3,CHI,2.0,0,2,0,1,0,0,0,0,0,1,0,0,0,11.0
32&NYG,32,2000,3,NYG,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.0
33&PIT,33,2000,3,PIT,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
33&CLE,33,2000,3,CLE,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0
34&TB,34,2000,3,TB,7.0,0,1,2,1,0,0,0,0,1,0,0,0,0,20.0
34&DET,34,2000,3,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
35&GB,35,2000,3,GB,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,14.0
35&PHI,35,2000,3,PHI,5.0,0,0,3,1,0,0,0,1,0,0,0,0,0,20.0
36&CIN,36,2000,3,CIN,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0
36&JAC,36,2000,3,JAC,5.0,0,0,2,2,0,0,1,0,0,0,0,0,0,23.0
37&KC,37,2000,3,KC,6.0,0,0,1,2,0,0,0,0,1,0,0,0,0,16.0
37&SD,37,2000,3,SD,2.0,0,0,1,0,1,0,0,0,0,0,0,0,1,6.0
38&NE,38,2000,3,NE,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
38&MIN,38,2000,3,MIN,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0
39&NYJ,39,2000,3,NYJ,2.0,0,1,1,2,0,1,0,0,0,1,0,0,0,18.0
39&BUF,39,2000,3,BUF,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
40&OAK,40,2000,3,OAK,2.0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.0
40&DEN,40,2000,3,DEN,4.0,0,0,2,2,1,0,0,0,0,0,1,0,0,18.0
41&SEA,41,2000,3,SEA,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
41&NO,41,2000,3,NO,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.0
42&SF,42,2000,3,SF,1.0,0,0,2,0,0,0,0,0,0,0,0,0,1,1.0
42&STL,42,2000,3,STL,0.0,0,0,2,1,0,0,0,0,0,0,1,0,0,6.0
43&BAL,43,2000,3,BAL,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
43&MIA,43,2000,3,MIA,6.0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.0
44&DAL,44,2000,3,DAL,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,7.0
44&WAS,44,2000,3,WAS,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
45&ARI,45,2000,4,ARI,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
45&GB,45,2000,4,GB,1.0,0,0,4,0,0,0,0,1,0,0,0,0,0,16.0
46&ATL,46,2000,4,ATL,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0
46&STL,46,2000,4,STL,8.0,0,0,2,1,1,0,0,0,0,1,0,0,0,21.0
47&BAL,47,2000,4,BAL,4.0,0,0,2,2,0,0,1,0,0,0,0,0,0,22.0
47&CIN,47,2000,4,CIN,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.0
48&DET,48,2000,4,DET,1.0,0,0,3,2,0,0,0,0,0,1,0,0,0,12.0
48&CHI,48,2000,4,CHI,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.0
49&SF,49,2000,4,SF,3.0,0,0,1,2,0,0,0,0,0,0,1,0,0,9.0
49&DAL,49,2000,4,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
50&DEN,50,2000,4,DEN,1.0,0,0,2,1,1,0,0,0,0,0,1,0,0,13.0
50&KC,50,2000,4,KC,1.0,0,0,1,3,0,0,0,0,0,0,1,0,0,9.0
51&NE,51,2000,4,NE,1.0,0,0,2,1,0,0,0,0,1,0,0,0,0,11.0
51&MIA,51,2000,4,MIA,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,13.0
52&PHI,52,2000,4,PHI,5.0,0,0,2,2,0,0,0,0,1,0,0,0,0,17.0
52&NO,52,2000,4,NO,3.0,0,0,0,2,0,0,0,0,0,0,1,0,0,7.0
53&OAK,53,2000,4,OAK,3.0,0,0,2,0,1,0,0,0,1,0,0,0,0,17.0
53&CLE,53,2000,4,CLE,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
54&TEN,54,2000,4,TEN,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.0
54&PIT,54,2000,4,PIT,1.0,0,0,3,0,0,0,0,0,0,0,1,0,0,7.0
55&SD,55,2000,4,SD,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0
55&SEA,55,2000,4,SEA,2.0,0,0,2,0,1,0,0,0,1,0,0,0,0,16.0
56&NYJ,56,2000,4,NYJ,2.0,0,0,2,2,0,0,0,0,0,1,0,0,0,11.0
56&TB,56,2000,4,TB,1.0,0,0,3,0,1,0,0,0,0,0,1,0,0,13.0
57&WAS,57,2000,4,WAS,4.0,0,0,1,1,0,0,0,1,0,0,0,0,0,15.0
57&NYG,57,2000,4,NYG,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
58&IND,58,2000,4,IND,5.0,1,0,2,0,0,0,0,0,0,1,0,0,0,14.0
58&JAC,58,2000,4,JAC,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.0
59&BUF,59,2000,5,BUF,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0
59&IND,59,2000,5,IND,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
60&CAR,60,2000,5,CAR,2.0,0,0,2,0,0,0,0,0,0,1,0,0,0,7.0
60&DAL,60,2000,5,DAL,1.0,1,0,0,2,0,0,0,0,1,0,0,0,0,13.0
61&MIA,61,2000,5,MIA,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,12.0
61&CIN,61,2000,5,CIN,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.0
62&BAL,62,2000,5,BAL,0.0,0,0,3,1,0,0,1,0,0,0,0,0,0,18.0
62&CLE,62,2000,5,CLE,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0
63&NE,63,2000,5,NE,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0
63&DEN,63,2000,5,DEN,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,10.0
64&MIN,64,2000,5,MIN,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
64&DET,64,2000,5,DET,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
65&GB,65,2000,5,GB,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
65&CHI,65,2000,5,CHI,2.0,0,0,1,2,0,0,0,0,0,0,1,0,0,8.0
66&PIT,66,2000,5,PIT,6.0,0,0,1,1,0,0,0,0,1,0,0,0,0,14.0
66&JAC,66,2000,5,JAC,2.0,0,1,1,2,0,0,0,0,0,0,1,0,0,11.0
67&SF,67,2000,5,SF,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0
67&ARI,67,2000,5,ARI,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
68&SD,68,2000,5,SD,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
68&STL,68,2000,5,STL,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
69&NYG,69,2000,5,NYG,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
69&TEN,69,2000,5,TEN,1.0,0,0,3,1,0,0,0,0,0,1,0,0,0,10.0
70&TB,70,2000,5,TB,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,9.0
70&WAS,70,2000,5,WAS,4.0,0,1,1,1,0,0,0,0,0,1,0,0,0,12.0
71&ATL,71,2000,5,ATL,0.0,0,0,2,1,0,0,0,0,0,0,0,0,1,2.0
71&PHI,71,2000,5,PHI,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0
72&SEA,72,2000,5,SEA,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
72&KC,72,2000,5,KC,6.0,0,0,1,1,0,0,0,0,0,1,0,0,0,11.0
73&CLE,73,2000,6,CLE,1.0,0,0,0,2,0,0,0,0,0,0,0,1,0,4.0
73&ARI,73,2000,6,ARI,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
74&ATL,74,2000,6,ATL,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,8.0
74&NYG,74,2000,6,NYG,4.0,0,0,2,1,0,0,0,1,0,0,0,0,0,17.0
75&CAR,75,2000,6,CAR,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0
75&SEA,75,2000,6,SEA,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
76&CHI,76,2000,6,CHI,2.0,0,0,1,0,1,0,0,0,0,0,0,1,0,9.0
76&NO,76,2000,6,NO,5.0,0,0,3,0,0,0,0,0,1,0,0,0,0,15.0
77&CIN,77,2000,6,CIN,2.0,0,0,1,1,1,0,0,0,0,0,1,0,0,12.0
77&TEN,77,2000,6,TEN,1.0,0,1,0,2,0,0,0,0,0,1,0,0,0,9.0
78&DET,78,2000,6,DET,4.0,0,0,3,2,1,0,0,0,0,0,1,0,0,20.0
78&GB,78,2000,6,GB,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
79&BUF,79,2000,6,BUF,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
79&MIA,79,2000,6,MIA,6.0,1,0,1,1,1,0,0,0,1,0,0,0,0,24.0
80&IND,80,2000,6,IND,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
80&NE,80,2000,6,NE,2.0,0,0,3,0,0,0,0,0,0,1,0,0,0,9.0
81&NYJ,81,2000,6,NYJ,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
81&PIT,81,2000,6,PIT,1.0,0,1,2,2,0,0,0,1,0,0,0,0,0,19.0
82&WAS,82,2000,6,WAS,2.0,0,0,2,1,0,0,0,0,0,1,0,0,0,9.0
82&PHI,82,2000,6,PHI,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,8.0
83&DEN,83,2000,6,DEN,4.0,0,0,3,0,0,0,0,0,1,0,0,0,0,14.0
83&SD,83,2000,6,SD,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
84&OAK,84,2000,6,OAK,0.0,0,2,0,2,0,0,0,0,0,0,0,1,0,9.0
84&SF,84,2000,6,SF,1.0,0,0,1,1,0,0,0,0,0,0,0,1,0,4.0
85&JAC,85,2000,6,JAC,2.0,0,0,0,2,0,0,0,0,0,1,0,0,0,7.0
85&BAL,85,2000,6,BAL,3.0,0,0,3,3,0,0,0,0,1,0,0,0,0,19.0
86&MIN,86,2000,6,MIN,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
86&TB,86,2000,6,TB,6.0,0,1,1,1,1,0,0,0,0,0,0,1,0,18.0
87&PHI,87,2000,7,PHI,1.0,0,0,2,1,0,0,0,0,0,1,0,0,0,8.0
87&ARI,87,2000,7,ARI,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
88&BUF,88,2000,7,BUF,4.0,0,0,2,1,0,0,0,0,0,0,1,0,0,10.0
88&SD,88,2000,7,SD,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
89&DEN,89,2000,7,DEN,5.0,0,0,3,1,1,0,0,0,1,0,0,0,0,23.0
89&CLE,89,2000,7,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
90&GB,90,2000,7,GB,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
90&SF,90,2000,7,SF,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
91&OAK,91,2000,7,OAK,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0
91&KC,91,2000,7,KC,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
92&NYJ,92,2000,7,NYJ,7.0,0,0,4,2,1,0,0,0,0,1,0,0,0,26.0
92&NE,92,2000,7,NE,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
93&NO,93,2000,7,NO,8.0,0,0,1,0,0,0,0,1,0,0,0,0,0,17.0
93&CAR,93,2000,7,CAR,1.0,0,0,0,2,0,0,0,0,0,0,1,0,0,5.0
94&NYG,94,2000,7,NYG,2.0,0,0,5,0,0,0,0,0,0,1,0,0,0,13.0
94&DAL,94,2000,7,DAL,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
95&CIN,95,2000,7,CIN,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
95&PIT,95,2000,7,PIT,4.0,1,0,2,1,0,0,1,0,0,0,0,0,0,24.0
96&IND,96,2000,7,IND,6.0,0,0,1,2,0,0,0,0,0,0,1,0,0,12.0
96&SEA,96,2000,7,SEA,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.0
97&ATL,97,2000,7,ATL,3.0,0,0,1,0,0,1,0,0,0,0,0,0,1,7.0
97&STL,97,2000,7,STL,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
98&WAS,98,2000,7,WAS,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0
98&BAL,98,2000,7,BAL,1.0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.0
99&CHI,99,2000,7,CHI,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
99&MIN,99,2000,7,MIN,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
100&JAC,100,2000,7,JAC,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
100&TEN,100,2000,7,TEN,5.0,0,0,0,2,0,0,0,0,1,0,0,0,0,13.0
101&DET,101,2000,8,DET,0.0,0,0,3,1,0,0,0,0,0,1,0,0,0,9.0
101&TB,101,2000,8,TB,7.0,0,2,0,0,0,0,0,0,0,0,0,1,0,12.0
102&ATL,102,2000,8,ATL,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
102&NO,102,2000,8,NO,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
103&BAL,103,2000,8,BAL,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,5.0
103&TEN,103,2000,8,TEN,5.0,0,0,4,0,1,0,0,1,0,0,0,0,0,26.0
104&SF,104,2000,8,SF,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
104&CAR,104,2000,8,CAR,3.0,0,0,1,1,1,0,0,0,0,1,0,0,0,14.0
105&CIN,105,2000,8,CIN,2.0,0,0,1,2,0,0,0,0,0,0,1,0,0,8.0
105&DEN,105,2000,8,DEN,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
106&ARI,106,2000,8,ARI,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
106&DAL,106,2000,8,DAL,1.0,0,0,3,0,0,0,0,0,1,0,0,0,0,11.0
107&IND,107,2000,8,IND,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
107&NE,107,2000,8,NE,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
108&WAS,108,2000,8,WAS,6.0,0,0,2,2,0,0,0,0,0,1,0,0,0,15.0
108&JAC,108,2000,8,JAC,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0
109&KC,109,2000,8,KC,4.0,0,1,3,1,0,0,0,0,0,0,0,1,0,14.0
109&STL,109,2000,8,STL,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
110&BUF,110,2000,8,BUF,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
110&MIN,110,2000,8,MIN,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
111&SEA,111,2000,8,SEA,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
111&OAK,111,2000,8,OAK,2.0,0,0,1,2,0,0,0,1,0,0,0,0,0,15.0
112&CHI,112,2000,8,CHI,1.0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.0
112&PHI,112,2000,8,PHI,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0
113&CLE,113,2000,8,CLE,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
113&PIT,113,2000,8,PIT,1.0,0,0,3,1,0,0,1,0,0,0,0,0,0,19.0
114&MIA,114,2000,8,MIA,1.0,0,0,3,0,0,0,0,0,0,0,0,0,1,3.0
114&NYJ,114,2000,8,NYJ,2.0,0,0,3,0,0,0,0,0,0,0,0,0,1,4.0
115&ARI,115,2000,9,ARI,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
115&NO,115,2000,9,NO,3.0,0,0,2,2,1,0,0,0,1,0,0,0,0,21.0
116&ATL,116,2000,9,ATL,4.0,0,0,3,1,0,0,0,0,1,0,0,0,0,16.0
116&CAR,116,2000,9,CAR,1.0,0,0,2,1,0,0,0,0,1,0,0,0,0,11.0
117&BAL,117,2000,9,BAL,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0
117&PIT,117,2000,9,PIT,3.0,0,0,1,2,0,0,0,1,0,0,0,0,0,16.0
118&BUF,118,2000,9,BUF,1.0,0,0,2,2,1,0,0,0,0,1,0,0,0,16.0
118&NYJ,118,2000,9,NYJ,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
119&CLE,119,2000,9,CLE,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0
119&CIN,119,2000,9,CIN,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.0
120&DAL,120,2000,9,DAL,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0
120&JAC,120,2000,9,JAC,2.0,0,0,1,2,0,0,0,0,0,1,0,0,0,9.0
121&IND,121,2000,9,IND,3.0,1,0,2,2,0,0,0,0,0,1,0,0,0,16.0
121&DET,121,2000,9,DET,1.0,0,0,2,1,0,0,0,0,0,0,0,1,0,6.0
122&MIA,122,2000,9,MIA,2.0,0,0,1,2,0,0,0,0,0,1,0,0,0,9.0
122&GB,122,2000,9,GB,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
123&PHI,123,2000,9,PHI,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
123&NYG,123,2000,9,NYG,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0
124&STL,124,2000,9,STL,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
124&SF,124,2000,9,SF,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0
125&SEA,125,2000,9,SEA,1.0,0,0,3,0,0,0,0,0,0,0,1,0,0,7.0
125&KC,125,2000,9,KC,3.0,0,0,3,1,0,0,0,0,0,1,0,0,0,12.0
126&TB,126,2000,9,TB,2.0,0,0,2,1,1,0,0,0,1,0,0,0,0,18.0
126&MIN,126,2000,9,MIN,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
127&SD,127,2000,9,SD,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0
127&OAK,127,2000,9,OAK,3.0,0,1,1,1,0,0,0,0,1,0,0,0,0,14.0
128&WAS,128,2000,9,WAS,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
128&TEN,128,2000,9,TEN,3.0,0,0,3,0,1,0,0,0,0,0,1,0,0,15.0
129&ARI,129,2000,10,ARI,1.0,0,0,2,1,1,0,0,0,0,1,0,0,0,14.0
129&WAS,129,2000,10,WAS,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
130&ATL,130,2000,10,ATL,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
130&TB,130,2000,10,TB,4.0,0,1,4,0,0,0,0,0,0,1,0,0,0,16.0
131&IND,131,2000,10,IND,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
131&CHI,131,2000,10,CHI,2.0,0,0,1,1,1,0,0,0,0,0,1,0,0,12.0
132&CIN,132,2000,10,CIN,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
132&BAL,132,2000,10,BAL,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.0
133&CLE,133,2000,10,CLE,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0
133&NYG,133,2000,10,NYG,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,13.0
134&DET,134,2000,10,DET,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
134&MIA,134,2000,10,MIA,4.0,0,0,1,2,0,0,0,0,1,0,0,0,0,14.0
135&NE,135,2000,10,NE,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
135&BUF,135,2000,10,BUF,3.0,0,0,2,0,0,0,0,0,1,0,0,0,0,11.0
136&NO,136,2000,10,NO,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0,5.0
136&SF,136,2000,10,SF,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
137&NYJ,137,2000,10,NYJ,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
137&DEN,137,2000,10,DEN,0.0,0,0,2,1,0,0,0,0,0,0,1,0,0,6.0
138&OAK,138,2000,10,OAK,4.0,0,0,2,1,0,0,0,0,0,0,0,1,0,9.0
