pk,gid,seas,wk,team,sck,saf,blk,ints,frcv,tdd,tdret,allow_0,allow_1-6,allow_7-13,allow_14-20,allow_21-27,allow_28-34,allow_35+,f_pts
438&CHI,438,2001,13,CHI,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
438&GB,438,2001,13,GB,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0
439&MIN,439,2001,13,MIN,4.0,0,0,0,2,0,0,0,0,0,0,1,0,0,8.0
439&TEN,439,2001,13,TEN,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.0
440&NE,440,2001,13,NE,3.0,0,0,3,2,0,0,0,0,0,1,0,0,0,14.0
440&CLE,440,2001,13,CLE,3.0,0,0,2,0,1,0,0,0,0,0,1,0,0,13.0
441&KC,441,2001,13,KC,2.0,0,0,1,3,0,0,0,0,0,0,0,1,0,9.0
441&OAK,441,2001,13,OAK,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.0
442&PHI,442,2001,13,PHI,2.0,0,0,2,2,1,0,0,0,0,1,0,0,0,17.0
442&SD,442,2001,13,SD,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
443&PIT,443,2001,13,PIT,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
443&NYJ,443,2001,13,NYJ,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
444&STL,444,2001,13,STL,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
444&SF,444,2001,13,SF,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
445&DET,445,2001,13,DET,4.0,0,0,2,0,0,0,0,0,0,1,0,0,0,9.0
445&TB,445,2001,13,TB,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.0
446&DEN,446,2001,13,DEN,5.0,0,0,2,0,0,0,0,0,1,0,0,0,0,13.0
446&SEA,446,2001,13,SEA,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
447&MIA,447,2001,13,MIA,1.0,0,0,3,1,0,0,0,1,0,0,0,0,0,16.0
447&IND,447,2001,13,IND,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
448&ARI,448,2001,14,ARI,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
448&NYG,448,2001,14,NYG,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.0
449&SD,449,2001,14,SD,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,10.0
449&OAK,449,2001,14,OAK,4.0,0,0,3,0,0,0,0,1,0,0,0,0,0,17.0
450&NE,450,2001,14,NE,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0
450&BUF,450,2001,14,BUF,5.0,0,0,1,1,0,0,0,0,1,0,0,0,0,13.0
451&TB,451,2001,14,TB,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,7.0
451&CHI,451,2001,14,CHI,1.0,0,0,2,2,0,0,0,1,0,0,0,0,0,16.0
452&CLE,452,2001,14,CLE,8.0,0,0,2,1,1,0,0,0,0,1,0,0,0,21.0
452&JAC,452,2001,14,JAC,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,11.0
453&MIN,453,2001,14,MIN,6.0,0,0,0,1,1,0,0,0,0,0,1,0,0,14.0
453&DET,453,2001,14,DET,2.0,0,0,2,0,1,0,0,0,0,0,1,0,0,12.0
454&ATL,454,2001,14,ATL,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.0
454&IND,454,2001,14,IND,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.0
455&KC,455,2001,14,KC,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
455&DEN,455,2001,14,DEN,5.0,0,0,1,2,0,0,0,0,0,0,1,0,0,11.0
456&CIN,456,2001,14,CIN,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
456&NYJ,456,2001,14,NYJ,0.0,0,0,3,0,0,0,0,0,0,1,0,0,0,7.0
457&MIA,457,2001,14,MIA,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
457&SF,457,2001,14,SF,6.0,0,0,3,2,0,0,1,0,0,0,0,0,0,26.0
458&DAL,458,2001,14,DAL,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
458&SEA,458,2001,14,SEA,4.0,0,0,1,0,1,0,0,1,0,0,0,0,0,19.0
459&TEN,459,2001,14,TEN,2.0,1,0,1,1,0,0,0,0,0,1,0,0,0,11.0
459&GB,459,2001,14,GB,4.0,0,0,0,2,0,0,0,0,0,0,1,0,0,8.0
460&WAS,460,2001,14,WAS,2.0,0,0,3,1,0,0,0,0,0,1,0,0,0,11.0
460&PHI,460,2001,14,PHI,2.0,0,0,2,0,0,0,0,1,0,0,0,0,0,13.0
461&PIT,461,2001,14,PIT,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
461&BAL,461,2001,14,BAL,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
462&STL,462,2001,14,STL,5.0,0,0,2,0,0,0,0,0,0,0,1,0,0,9.0
462&NO,462,2001,14,NO,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0
463&NE,463,2001,15,NE,2.0,0,0,0,2,0,0,0,0,1,0,0,0,0,10.0
463&MIA,463,2001,15,MIA,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
464&TEN,464,2001,15,TEN,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0
464&OAK,464,2001,15,OAK,3.0,0,0,2,0,0,0,0,0,1,0,0,0,0,11.0
465&PHI,465,2001,15,PHI,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
465&SF,465,2001,15,SF,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0
466&DAL,466,2001,15,DAL,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
466&ARI,466,2001,15,ARI,1.0,0,0,2,0,1,0,0,0,1,0,0,0,0,15.0
467&ATL,467,2001,15,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
467&BUF,467,2001,15,BUF,1.0,0,0,2,0,1,0,0,0,0,0,0,1,0,10.0
468&BAL,468,2001,15,BAL,3.0,0,0,3,2,0,0,1,0,0,0,0,0,0,23.0
468&CIN,468,2001,15,CIN,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0
469&CAR,469,2001,15,CAR,3.0,0,0,2,1,0,0,0,0,0,0,0,0,1,5.0
469&STL,469,2001,15,STL,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0
470&CLE,470,2001,15,CLE,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.0
470&GB,470,2001,15,GB,4.0,0,0,3,2,1,0,0,0,1,0,0,0,0,24.0
471&SD,471,2001,15,SD,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
471&KC,471,2001,15,KC,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
472&MIN,472,2001,15,MIN,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
472&JAC,472,2001,15,JAC,4.0,0,0,1,1,0,0,0,1,0,0,0,0,0,15.0
473&NYG,473,2001,15,NYG,3.0,0,0,1,1,1,0,0,0,0,0,1,0,0,13.0
473&SEA,473,2001,15,SEA,1.0,0,0,0,2,1,0,0,0,0,0,1,0,0,11.0
474&PIT,474,2001,15,PIT,6.0,0,0,1,2,1,0,0,0,0,1,0,0,0,19.0
474&DET,474,2001,15,DET,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
475&NO,475,2001,15,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
475&TB,475,2001,15,TB,3.0,0,0,4,0,1,0,0,0,0,0,1,0,0,17.0
476&CHI,476,2001,15,CHI,6.0,0,0,0,2,0,0,0,0,0,1,0,0,0,11.0
476&WAS,476,2001,15,WAS,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
477&NYJ,477,2001,15,NYJ,2.0,0,0,0,2,0,0,0,0,0,0,0,1,0,5.0
477&IND,477,2001,15,IND,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,3.0
478&BAL,478,2001,16,BAL,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
478&TB,478,2001,16,TB,5.0,0,1,2,0,0,0,0,0,1,0,0,0,0,16.0
479&ARI,479,2001,16,ARI,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,14.0
479&CAR,479,2001,16,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
480&PIT,480,2001,16,PIT,2.0,0,0,1,2,0,0,0,0,0,0,1,0,0,8.0
480&CIN,480,2001,16,CIN,2.0,0,0,4,2,1,0,0,0,0,0,1,0,0,20.0
481&DAL,481,2001,16,DAL,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
481&SF,481,2001,16,SF,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
482&DEN,482,2001,16,DEN,3.0,0,0,2,1,0,0,0,0,0,1,0,0,0,10.0
482&OAK,482,2001,16,OAK,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
483&DET,483,2001,16,DET,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
483&CHI,483,2001,16,CHI,6.0,0,0,3,2,1,0,1,0,0,0,0,0,0,32.0
484&GB,484,2001,16,GB,1.0,0,0,3,0,1,0,0,0,1,0,0,0,0,17.0
484&MIN,484,2001,16,MIN,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
485&KC,485,2001,16,KC,4.0,0,0,1,2,0,0,0,0,0,0,1,0,0,10.0
485&JAC,485,2001,16,JAC,2.0,0,0,2,2,0,0,0,0,0,0,0,1,0,9.0
486&ATL,486,2001,16,ATL,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,7.0
486&MIA,486,2001,16,MIA,4.0,0,1,3,1,1,0,0,0,0,1,0,0,0,22.0
487&NYJ,487,2001,16,NYJ,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
487&BUF,487,2001,16,BUF,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,8.0
488&PHI,488,2001,16,PHI,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0
488&NYG,488,2001,16,NYG,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,8.0
489&SD,489,2001,16,SD,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
489&SEA,489,2001,16,SEA,4.0,0,0,2,0,0,0,0,0,0,0,1,0,0,8.0
490&IND,490,2001,16,IND,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
490&STL,490,2001,16,STL,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
491&TEN,491,2001,16,TEN,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0
491&CLE,491,2001,16,CLE,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0
492&WAS,492,2001,16,WAS,4.0,0,0,3,1,0,0,0,0,1,0,0,0,0,16.0
492&NO,492,2001,16,NO,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
519&SF,519,2002,1,SF,3.0,0,0,3,0,0,0,0,0,1,0,0,0,0,13.0
519&NYG,519,2002,1,NYG,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.0
520&NYJ,520,2002,1,NYJ,4.0,0,1,2,1,0,0,0,0,0,0,0,1,0,12.0
520&BUF,520,2002,1,BUF,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0
521&BAL,521,2002,1,BAL,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
521&CAR,521,2002,1,CAR,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0
522&CHI,522,2002,1,CHI,1.0,0,0,2,1,0,0,0,0,0,0,1,0,0,7.0
522&MIN,522,2002,1,MIN,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
523&CIN,523,2002,1,CIN,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
523&SD,523,2002,1,SD,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,13.0
524&CLE,524,2002,1,CLE,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.0
524&KC,524,2002,1,KC,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.0
525&DEN,525,2002,1,DEN,3.0,0,0,1,1,0,0,0,0,0,1,0,0,0,8.0
525&STL,525,2002,1,STL,3.0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.0
526&ATL,526,2002,1,ATL,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
526&GB,526,2002,1,GB,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0
527&IND,527,2002,1,IND,1.0,0,0,1,1,1,0,0,0,0,0,1,0,0,11.0
527&JAC,527,2002,1,JAC,1.0,0,1,0,2,0,0,0,0,0,0,0,1,0,7.0
528&DET,528,2002,1,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
528&MIA,528,2002,1,MIA,3.0,0,0,1,2,1,0,0,0,0,0,1,0,0,15.0
529&SEA,529,2002,1,SEA,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.0
529&OAK,529,2002,1,OAK,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
530&TB,530,2002,1,TB,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
530&NO,530,2002,1,NO,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,15.0
531&TEN,531,2002,1,TEN,6.0,0,0,2,1,0,0,0,0,0,0,1,0,0,12.0
531&PHI,531,2002,1,PHI,1.0,0,0,1,2,0,0,0,0,0,0,1,0,0,7.0
532&ARI,532,2002,1,ARI,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
532&WAS,532,2002,1,WAS,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
533&DAL,533,2002,1,DAL,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0
533&HOU,533,2002,1,HOU,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,13.0
534&PIT,534,2002,1,PIT,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0
534&NE,534,2002,1,NE,5.0,0,0,3,2,0,0,0,0,0,1,0,0,0,16.0
535&ATL,535,2002,2,ATL,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.0
535&CHI,535,2002,2,CHI,4.0,0,0,0,2,0,0,0,0,1,0,0,0,0,12.0
536&BAL,536,2002,2,BAL,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
536&TB,536,2002,2,TB,3.0,0,1,1,0,1,0,1,0,0,0,0,0,0,24.0
537&CAR,537,2002,2,CAR,6.0,0,0,2,1,1,0,0,0,1,0,0,0,0,22.0
537&DET,537,2002,2,DET,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0
538&CLE,538,2002,2,CLE,5.0,0,0,3,0,0,0,0,0,1,0,0,0,0,15.0
538&CIN,538,2002,2,CIN,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
539&DAL,539,2002,2,DAL,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0
539&TEN,539,2002,2,TEN,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
540&IND,540,2002,2,IND,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
540&MIA,540,2002,2,MIA,0.0,0,0,3,0,0,0,0,0,1,0,0,0,0,10.0
541&KC,541,2002,2,KC,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
541&JAC,541,2002,2,JAC,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,6.0
542&BUF,542,2002,2,BUF,5.0,0,0,0,3,1,0,0,0,0,0,0,0,1,13.0
542&MIN,542,2002,2,MIN,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0
543&GB,543,2002,2,GB,1.0,0,0,2,0,0,0,0,0,0,0,0,0,1,1.0
543&NO,543,2002,2,NO,1.0,0,0,1,4,1,0,0,0,0,1,0,0,0,18.0
544&NYJ,544,2002,2,NYJ,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0
544&NE,544,2002,2,NE,5.0,0,0,1,1,2,0,0,0,1,0,0,0,0,25.0
545&HOU,545,2002,2,HOU,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.0
545&SD,545,2002,2,SD,9.0,0,0,2,1,1,0,0,1,0,0,0,0,0,28.0
546&SF,546,2002,2,SF,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0
546&DEN,546,2002,2,DEN,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
547&ARI,547,2002,2,ARI,1.0,0,0,0,2,0,0,0,0,1,0,0,0,0,9.0
547&SEA,547,2002,2,SEA,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
548&STL,548,2002,2,STL,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
548&NYG,548,2002,2,NYG,1.0,0,0,2,2,1,0,0,0,0,0,1,0,0,15.0
549&PIT,549,2002,2,PIT,5.0,0,1,2,0,0,0,0,0,0,0,0,1,0,11.0
549&OAK,549,2002,2,OAK,0.0,0,0,1,4,0,0,0,0,0,1,0,0,0,11.0
550&PHI,550,2002,2,PHI,4.0,0,0,2,1,0,0,0,0,1,0,0,0,0,14.0
550&WAS,550,2002,2,WAS,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0
551&ARI,551,2002,3,ARI,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0
551&SD,551,2002,3,SD,3.0,0,1,2,1,1,0,0,0,0,1,0,0,0,19.0
552&NO,552,2002,3,NO,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.0
552&CHI,552,2002,3,CHI,1.0,0,0,1,2,0,0,0,0,0,0,0,1,0,6.0
553&BUF,553,2002,3,BUF,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
553&DEN,553,2002,3,DEN,4.0,0,0,0,1,1,0,0,0,0,0,1,0,0,12.0
554&GB,554,2002,3,GB,1.0,0,0,4,1,1,0,0,0,0,0,0,1,0,16.0
554&DET,554,2002,3,DET,1.0,0,0,1,2,0,0,0,0,0,0,0,0,1,3.0
555&IND,555,2002,3,IND,4.0,0,0,1,1,0,0,0,1,0,0,0,0,0,15.0
555&HOU,555,2002,3,HOU,3.0,0,0,0,2,0,0,0,0,0,0,1,0,0,7.0
556&MIA,556,2002,3,MIA,3.0,0,0,3,1,0,0,0,1,0,0,0,0,0,18.0
556&NYJ,556,2002,3,NYJ,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
557&MIN,557,2002,3,MIN,3.0,0,0,2,0,0,0,0,0,0,0,1,0,0,7.0
557&CAR,557,2002,3,CAR,5.0,0,0,4,1,0,0,0,0,0,1,0,0,0,16.0
558&KC,558,2002,3,KC,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0
558&NE,558,2002,3,NE,3.0,0,0,2,1,0,0,0,0,0,0,0,0,1,5.0
559&NYG,559,2002,3,NYG,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,11.0
559&SEA,559,2002,3,SEA,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0
560&DAL,560,2002,3,DAL,3.0,0,0,0,2,0,0,0,0,0,0,0,0,1,3.0
560&PHI,560,2002,3,PHI,3.0,0,0,1,3,0,0,0,0,1,0,0,0,0,15.0
561&WAS,561,2002,3,WAS,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0
561&SF,561,2002,3,SF,3.0,0,0,1,2,0,0,0,0,1,0,0,0,0,13.0
562&TEN,562,2002,3,TEN,3.0,0,0,1,2,1,0,0,0,0,0,0,1,0,14.0
562&CLE,562,2002,3,CLE,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
563&CIN,563,2002,3,CIN,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
563&ATL,563,2002,3,ATL,2.0,0,0,2,0,0,0,0,1,0,0,0,0,0,13.0
564&STL,564,2002,3,STL,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
564&TB,564,2002,3,TB,5.0,0,0,4,0,1,0,0,0,0,1,0,0,0,20.0
565&NYG,565,2002,4,NYG,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
565&ARI,565,2002,4,ARI,1.0,0,0,2,1,1,0,0,0,1,0,0,0,0,17.0
566&CHI,566,2002,4,CHI,2.0,0,1,0,1,1,0,0,0,0,0,0,1,0,12.0
566&BUF,566,2002,4,BUF,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
567&CIN,567,2002,4,CIN,2.0,0,0,2,1,1,0,0,0,0,0,0,0,1,10.0
567&TB,567,2002,4,TB,3.0,0,0,1,1,1,0,0,0,1,0,0,0,0,17.0
568&NO,568,2002,4,NO,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
568&DET,568,2002,4,DET,3.0,0,0,2,1,1,0,0,0,0,0,1,0,0,15.0
569&GB,569,2002,4,GB,4.0,0,0,0,3,0,0,0,0,0,1,0,0,0,11.0
569&CAR,569,2002,4,CAR,4.0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0
570&JAC,570,2002,4,JAC,2.0,0,0,2,2,0,0,0,1,0,0,0,0,0,17.0
570&NYJ,570,2002,4,NYJ,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
571&KC,571,2002,4,KC,2.0,0,0,4,1,0,0,0,0,0,0,0,1,0,11.0
571&MIA,571,2002,4,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.0
572&OAK,572,2002,4,OAK,2.0,0,0,4,0,1,2,0,0,0,0,1,0,0,28.0
572&TEN,572,2002,4,TEN,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
573&PHI,573,2002,4,PHI,7.0,0,0,2,1,0,0,0,0,0,1,0,0,0,14.0
573&HOU,573,2002,4,HOU,3.0,0,0,1,2,0,0,0,0,0,0,0,0,1,5.0
574&CLE,574,2002,4,CLE,0.0,0,2,2,1,0,0,0,0,0,1,0,0,0,13.0
574&PIT,574,2002,4,PIT,3.0,0,0,2,0,0,0,0,0,1,0,0,0,0,11.0
575&SD,575,2002,4,SD,0.0,0,0,2,1,0,0,0,0,0,1,0,0,0,7.0
575&NE,575,2002,4,NE,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
576&STL,576,2002,4,STL,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,10.0
576&DAL,576,2002,4,DAL,1.0,0,0,2,1,0,0,0,0,1,0,0,0,0,11.0
577&MIN,577,2002,4,MIN,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.0
577&SEA,577,2002,4,SEA,4.0,0,0,2,1,1,0,0,0,0,0,1,0,0,16.0
578&BAL,578,2002,4,BAL,3.0,0,1,3,0,0,0,0,0,0,0,1,0,0,12.0
578&DEN,578,2002,4,DEN,1.0,0,0,0,3,0,0,0,0,0,0,0,1,0,6.0
579&ATL,579,2002,5,ATL,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,7.0
579&TB,579,2002,5,TB,4.0,0,0,4,0,1,0,0,1,0,0,0,0,0,25.0
580&BUF,580,2002,5,BUF,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
580&OAK,580,2002,5,OAK,5.0,0,0,3,0,1,0,0,0,0,0,0,1,0,16.0
581&CAR,581,2002,5,CAR,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0
581&ARI,581,2002,5,ARI,2.0,0,0,2,2,0,0,0,0,1,0,0,0,0,14.0
582&NYG,582,2002,5,NYG,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
582&DAL,582,2002,5,DAL,2.0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.0
583&DEN,583,2002,5,DEN,0.0,0,1,2,1,1,0,0,0,1,0,0,0,0,19.0
583&SD,583,2002,5,SD,2.0,0,1,1,1,0,0,0,0,0,0,1,0,0,9.0
584&CIN,584,2002,5,CIN,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
584&IND,584,2002,5,IND,1.0,0,0,3,1,0,0,0,0,0,0,1,0,0,9.0
585&PHI,585,2002,5,PHI,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
585&JAC,585,2002,5,JAC,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
586&MIA,586,2002,5,MIA,3.0,0,0,2,2,0,0,0,0,1,0,0,0,0,15.0
586&NE,586,2002,5,NE,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,6.0
587&NO,587,2002,5,NO,4.0,0,0,1,1,0,0,0,0,0,0,0,1,0,7.0
587&PIT,587,2002,5,PIT,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
588&KC,588,2002,5,KC,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.0
588&NYJ,588,2002,5,NYJ,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
589&SF,589,2002,5,SF,1.0,0,0,2,0,1,0,0,0,1,0,0,0,0,15.0
589&STL,589,2002,5,STL,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0
590&WAS,590,2002,5,WAS,4.0,0,0,3,1,0,0,0,0,0,1,0,0,0,13.0
590&TEN,590,2002,5,TEN,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
591&BAL,591,2002,5,BAL,2.0,0,0,4,1,0,0,0,0,0,0,1,0,0,12.0
591&CLE,591,2002,5,CLE,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0
592&CHI,592,2002,5,CHI,2.0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.0
592&GB,592,2002,5,GB,3.0,0,0,3,1,1,0,0,0,0,0,1,0,0,17.0
593&PIT,593,2002,6,PIT,5.0,0,0,3,1,0,0,0,0,1,0,0,0,0,17.0
593&CIN,593,2002,6,CIN,2.0,0,0,2,0,0,0,0,0,0,0,0,1,0,5.0
594&CAR,594,2002,6,CAR,6.0,0,0,1,1,0,0,0,0,0,1,0,0,0,11.0
594&DAL,594,2002,6,DAL,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
595&HOU,595,2002,6,HOU,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
595&BUF,595,2002,6,BUF,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
596&BAL,596,2002,6,BAL,5.0,0,0,1,1,0,0,0,0,0,0,1,0,0,9.0
596&IND,596,2002,6,IND,3.0,0,0,1,2,0,0,0,0,0,1,0,0,0,10.0
597&DET,597,2002,6,DET,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.0
597&MIN,597,2002,6,MIN,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0
598&GB,598,2002,6,GB,2.0,0,0,3,2,0,0,0,0,1,0,0,0,0,16.0
598&NE,598,2002,6,NE,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
599&ATL,599,2002,6,ATL,3.0,0,0,1,1,0,0,0,0,1,0,0,0,0,11.0
599&NYG,599,2002,6,NYG,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
600&SD,600,2002,6,SD,1.0,0,0,2,0,0,0,0,0,0,0,0,1,0,4.0
600&KC,600,2002,6,KC,1.0,0,1,2,3,0,0,0,0,0,0,0,0,1,10.0
601&STL,601,2002,6,STL,4.0,0,0,2,1,0,0,0,0,1,0,0,0,0,14.0
