seas,wk,team,sck,saf,blk,ints,frcv,tdd,tdret,pts_allow
2002,12,CLE,1.0,0,0,3,3,0,0,15.0000
2002,12,NYJ,2.0,0,0,2,1,0,0,13.0000
2002,12,BUF,1.0,0,0,0,0,0,0,31.0000
2002,12,CIN,1.0,0,0,0,0,0,0,29.0000
2002,12,PIT,1.0,0,0,0,1,0,0,21.0000
2002,12,SEA,2.0,0,0,1,0,0,0,32.0000
2002,12,KC,1.0,0,0,0,0,0,0,39.0000
2002,12,TB,3.0,0,0,4,0,0,0,7.0000
2002,12,GB,2.0,0,0,1,0,0,0,21.0000
2002,12,STL,0.0,0,0,0,0,0,0,20.0000
2002,12,WAS,3.0,0,0,1,1,0,0,17.0000
2002,12,DEN,0.0,0,0,1,2,0,0,23.0000
2002,12,IND,2.0,0,0,2,0,0,0,20.0000
2002,12,SF,1.0,0,0,0,0,0,0,38.0000
2002,12,PHI,4.0,0,0,0,0,0,0,17.0000
2002,13,WAS,4.0,0,1,0,0,0,0,27.0000
2002,13,DAL,1.0,0,1,4,0,1,0,20.0000
2002,13,DET,0.0,0,1,1,0,0,0,20.0000
2002,13,NE,0.0,0,0,3,0,1,0,12.0000
2002,13,BUF,2.0,0,0,1,2,0,0,21.0000
2002,13,MIA,4.0,0,0,0,0,0,0,38.0000
2002,13,BAL,0.0,0,1,1,1,1,0,23.0000
2002,13,CIN,3.0,0,0,0,0,0,0,27.0000
2002,13,CLE,0.0,0,1,2,0,0,0,13.0000
2002,13,CAR,3.0,0,0,3,2,0,0,6.0000
2002,13,GB,3.0,0,0,1,4,0,0,20.0000
2002,13,CHI,1.0,0,0,1,2,0,0,30.0000
2002,13,IND,6.0,0,0,0,2,0,0,3.0000
2002,13,HOU,0.0,0,0,0,1,0,0,19.0000
2002,13,JAC,2.0,0,0,1,0,0,0,25.0000
2002,13,PIT,3.0,0,0,0,0,0,0,23.0000
2002,13,ARI,1.0,0,0,0,1,0,0,49.0000
2002,13,KC,5.0,0,0,4,0,0,0,0.0000
2002,13,MIN,2.0,0,0,1,2,0,0,30.0000
2002,13,ATL,6.0,0,1,3,0,0,0,24.0000
2002,13,NYG,1.0,0,0,0,1,0,0,32.0000
2002,13,TEN,1.0,0,0,0,0,0,0,29.0000
2002,13,STL,3.0,0,0,0,4,0,0,10.0000
2002,13,PHI,7.0,0,0,2,3,1,0,3.0000
2002,13,DEN,1.0,0,1,0,0,0,0,30.0000
2002,13,SD,4.0,0,0,2,1,0,0,27.0000
2002,13,SF,0.0,0,0,2,1,0,1,24.0000
2002,13,SEA,1.0,0,0,2,0,0,0,31.0000
2002,13,NO,4.0,0,0,1,1,0,0,20.0000
2002,13,TB,4.0,0,0,0,2,0,0,23.0000
2002,13,OAK,3.0,0,1,1,0,0,0,20.0000
2002,13,NYJ,4.0,0,0,0,0,0,0,26.0000
2002,14,DET,6.0,0,0,1,0,0,0,23.0000
2002,14,ARI,0.0,0,0,0,1,0,0,20.0000
2002,14,BAL,2.0,0,0,0,1,0,0,37.0000
2002,14,NO,1.0,0,1,2,3,0,0,25.0000
2002,14,CAR,4.0,0,0,0,1,1,0,31.0000
2002,14,CIN,0.0,0,0,1,2,1,0,52.0000
2002,14,SF,0.0,0,0,2,0,0,0,27.0000
2002,14,DAL,1.0,0,1,0,1,0,0,31.0000
2002,14,JAC,3.0,0,1,2,0,0,0,21.0000
2002,14,CLE,3.0,0,0,0,0,0,0,20.0000
2002,14,STL,1.0,0,0,0,0,0,0,49.0000
2002,14,KC,7.0,0,0,2,1,1,0,10.0000
2002,14,BUF,0.0,0,0,0,0,0,0,27.0000
2002,14,NE,2.0,0,0,4,1,0,0,17.0000
2002,14,NYJ,2.0,0,0,1,0,0,0,13.0000
2002,14,DEN,3.0,0,1,0,0,0,0,19.0000
2002,14,PIT,4.0,0,0,0,1,0,0,24.0000
2002,14,HOU,6.0,0,0,2,3,3,0,6.0000
2002,14,SD,1.0,0,0,0,0,0,0,27.0000
2002,14,OAK,2.0,0,0,3,0,0,0,7.0000
2002,14,PHI,4.0,0,0,3,1,0,0,20.0000
2002,14,SEA,0.0,0,0,1,0,0,0,27.0000
2002,14,ATL,1.0,0,0,0,0,0,0,34.0000
2002,14,TB,1.0,0,0,1,0,0,0,10.0000
2002,14,IND,1.0,0,0,0,2,0,0,27.0000
2002,14,TEN,0.0,0,0,3,0,0,0,17.0000
2002,14,WAS,1.0,0,0,0,0,0,0,27.0000
2002,14,NYG,6.0,0,0,1,4,0,0,21.0000
2002,14,MIN,0.0,0,0,1,1,0,0,26.0000
2002,14,GB,2.0,0,1,1,0,0,0,22.0000
2002,14,MIA,2.0,0,0,3,1,0,0,9.0000
2002,14,CHI,1.0,0,0,1,2,0,0,27.0000
2002,15,SEA,2.0,0,0,2,2,1,0,24.0000
2002,15,ATL,2.0,0,0,0,3,0,1,30.0000
2002,15,SD,2.0,0,0,0,1,0,0,20.0000
2002,15,BUF,3.0,0,0,0,0,0,0,13.0000
2002,15,NYJ,4.0,0,0,0,0,0,0,20.0000
2002,15,CHI,1.0,0,0,0,1,0,0,13.0000
2002,15,JAC,3.0,0,0,1,1,0,0,15.0000
2002,15,CIN,3.0,0,0,0,0,0,0,29.0000
2002,15,CLE,1.0,0,0,1,1,0,0,28.0000
2002,15,IND,4.0,0,0,0,0,0,0,23.0000
2002,15,KC,2.0,0,0,1,2,0,0,31.0000
2002,15,DEN,1.0,0,0,0,0,0,0,24.0000
2002,15,DET,0.0,0,0,0,0,0,0,23.0000
2002,15,TB,1.0,0,0,1,0,0,0,20.0000
2002,15,BAL,2.0,0,0,2,0,0,0,19.0000
2002,15,HOU,0.0,1,0,0,0,0,0,23.0000
2002,15,MIA,5.0,0,0,1,0,0,0,17.0000
2002,15,OAK,3.0,0,0,0,2,0,0,23.0000
2002,15,MIN,4.0,0,0,0,0,0,0,31.0000
2002,15,NO,3.0,0,0,0,0,0,0,32.0000
2002,15,NYG,3.0,0,0,2,1,1,0,7.0000
2002,15,DAL,0.0,0,0,0,0,0,0,37.0000
2002,15,PHI,2.0,0,0,0,2,1,0,21.0000
2002,15,WAS,2.0,0,0,1,0,0,0,34.0000
2002,15,PIT,6.0,0,0,1,3,0,0,14.0000
2002,15,CAR,2.0,0,0,1,1,0,0,30.0000
2002,15,SF,1.0,0,0,0,0,0,0,20.0000
2002,15,GB,0.0,0,0,1,1,0,0,14.0000
2002,15,STL,1.0,0,0,1,1,0,1,28.0000
2002,15,ARI,2.0,0,0,2,0,0,0,30.0000
2002,15,NE,2.0,0,0,1,0,0,0,24.0000
2002,15,TEN,3.0,0,0,1,0,1,0,7.0000
2002,16,SF,5.0,0,0,1,1,0,0,14.0000
2002,16,ARI,1.0,0,0,1,1,0,0,17.0000
2002,16,DAL,1.0,0,0,2,1,0,0,27.0000
2002,16,PHI,7.0,0,0,1,1,1,0,3.0000
2002,16,MIN,1.0,0,0,1,1,0,0,17.0000
2002,16,MIA,4.0,0,0,2,1,0,0,20.0000
2002,16,DET,1.0,0,0,1,1,0,0,36.0000
2002,16,ATL,3.0,0,0,3,0,0,0,15.0000
2002,16,BAL,2.0,0,0,1,0,0,0,14.0000
2002,16,CLE,2.0,0,0,1,0,0,0,13.0000
2002,16,CAR,4.0,0,1,0,4,0,0,14.0000
2002,16,CHI,3.0,0,0,0,2,0,0,24.0000
2002,16,CIN,1.0,0,0,0,2,0,0,13.0000
2002,16,NO,2.0,0,1,2,2,0,0,20.0000
2002,16,BUF,1.0,0,0,2,0,0,0,10.0000
2002,16,GB,6.0,0,0,2,3,0,0,0.0000
2002,16,NYG,2.0,0,1,2,0,0,0,27.0000
2002,16,IND,0.0,0,0,0,3,0,0,44.0000
2002,16,JAC,0.0,0,0,0,0,0,0,28.0000
2002,16,TEN,4.0,0,0,1,0,1,0,10.0000
2002,16,SD,3.0,0,0,1,0,0,0,24.0000
2002,16,KC,1.0,0,0,0,1,0,0,22.0000
2002,16,OAK,6.0,0,0,3,0,0,0,16.0000
2002,16,DEN,4.0,0,0,0,1,0,0,28.0000
2002,16,STL,2.0,0,0,0,1,0,0,30.0000
2002,16,SEA,2.0,0,0,3,2,0,0,10.0000
2002,16,WAS,3.0,0,0,1,2,0,0,10.0000
2002,16,HOU,0.0,0,1,0,0,1,0,26.0000
2002,16,NE,0.0,0,0,0,0,0,0,30.0000
2002,16,NYJ,2.0,0,0,1,1,0,0,17.0000
2002,16,TB,2.0,0,0,0,1,0,0,17.0000
2002,16,PIT,6.0,0,0,1,2,1,0,7.0000
2002,17,NYG,1.0,0,0,1,0,0,0,7.0000
2002,17,PHI,1.0,0,0,1,3,0,0,10.0000
2002,17,OAK,1.0,0,0,1,0,0,0,0.0000
2002,17,KC,1.0,0,0,0,1,0,0,24.0000
2002,17,BUF,2.0,0,0,2,1,0,0,9.0000
2002,17,CIN,1.0,0,0,0,3,0,0,27.0000
2002,17,ATL,3.0,0,0,3,1,0,0,24.0000
2002,17,CLE,2.0,0,0,1,2,0,0,16.0000
2002,17,ARI,2.0,0,0,0,0,0,0,37.0000
2002,17,DEN,3.0,0,0,1,1,0,0,7.0000
2002,17,MIN,0.0,0,0,3,0,1,0,36.0000
2002,17,DET,3.0,0,1,1,1,2,0,38.0000
2002,17,HOU,2.0,0,0,0,0,0,0,13.0000
2002,17,TEN,3.0,0,2,1,0,0,0,3.0000
2002,17,JAC,0.0,0,0,0,1,0,0,20.0000
2002,17,IND,3.0,0,0,0,1,0,0,13.0000
2002,17,NE,2.0,0,0,0,0,0,0,24.0000
2002,17,MIA,1.0,0,0,1,1,0,0,27.0000
2002,17,CAR,4.0,0,0,2,1,0,0,6.0000
2002,17,NO,3.0,0,0,2,2,0,0,10.0000
2002,17,NYJ,1.0,0,0,1,0,0,0,17.0000
2002,17,GB,1.0,0,0,0,0,0,0,42.0000
2002,17,PIT,3.0,0,0,2,2,0,0,31.0000
2002,17,BAL,4.0,0,0,2,0,0,0,34.0000
2002,17,SD,3.0,0,0,2,1,0,0,31.0000
2002,17,SEA,3.0,0,0,1,0,0,0,28.0000
2002,17,WAS,5.0,0,0,1,3,1,0,14.0000
2002,17,DAL,1.0,0,0,2,2,1,0,20.0000
2002,17,CHI,5.0,0,0,0,0,0,0,15.0000
2002,17,TB,1.0,0,0,4,0,0,0,0.0000
2002,17,STL,3.0,0,0,0,2,1,0,20.0000
2002,17,SF,3.0,0,0,2,0,0,0,31.0000
2003,1,NYJ,4.0,0,0,1,1,0,0,16.0000
2003,1,WAS,1.0,0,0,0,0,0,0,13.0000
2003,1,NE,2.0,0,0,1,1,0,0,31.0000
2003,1,BUF,2.0,0,0,4,0,1,0,0.0000
2003,1,JAC,5.0,0,0,2,0,0,0,24.0000
2003,1,CAR,4.0,0,2,0,1,0,0,23.0000
2003,1,DEN,4.0,0,0,2,2,1,0,10.0000
2003,1,CIN,1.0,0,0,3,0,0,0,30.0000
2003,1,CLE,1.0,0,0,2,0,0,0,9.0000
2003,1,IND,0.0,0,0,2,0,0,0,6.0000
2003,1,ATL,3.0,0,1,1,1,0,0,13.0000
2003,1,DAL,2.0,0,0,1,0,0,0,27.0000
2003,1,ARI,0.0,0,0,0,0,0,0,42.0000
2003,1,DET,2.0,0,0,1,2,1,0,24.0000
2003,1,GB,2.0,0,0,0,2,0,0,30.0000
2003,1,MIN,1.0,0,0,4,1,0,0,25.0000
2003,1,SD,3.0,0,0,1,1,0,0,27.0000
2003,1,KC,3.0,0,0,2,0,0,0,14.0000
2003,1,MIA,0.0,0,0,0,0,0,0,21.0000
2003,1,HOU,2.0,0,0,2,1,0,0,20.0000
2003,1,STL,2.0,0,0,0,3,0,0,23.0000
2003,1,NYG,6.0,0,0,1,3,1,0,13.0000
2003,1,BAL,2.0,0,0,0,1,0,0,34.0000
2003,1,PIT,2.0,0,0,1,1,0,0,15.0000
2003,1,SF,5.0,0,1,3,2,1,0,7.0000
2003,1,CHI,0.0,0,0,1,0,0,0,49.0000
2003,1,SEA,2.0,0,0,1,3,0,0,10.0000
2003,1,NO,3.0,0,0,0,0,0,0,27.0000
2003,1,TEN,4.0,0,0,0,0,0,0,20.0000
2003,1,OAK,1.0,0,0,1,1,0,0,25.0000
2003,1,TB,3.0,0,0,1,1,0,0,0.0000
2003,1,PHI,0.0,0,0,1,0,0,0,17.0000
2003,2,SEA,2.0,0,0,4,2,1,0,0.0000
2003,2,ARI,1.0,0,0,0,0,0,0,38.0000
2003,2,ATL,6.0,0,0,0,2,0,0,33.0000
2003,2,WAS,3.0,1,0,2,0,0,0,31.0000
2003,2,BAL,3.0,0,0,2,2,1,0,13.0000
2003,2,CLE,3.0,0,0,1,2,0,0,33.0000
2003,2,DET,0.0,0,0,1,1,0,0,31.0000
2003,2,GB,0.0,0,0,3,0,1,0,6.0000
2003,2,IND,5.0,0,0,1,1,1,0,7.0000
2003,2,TEN,1.0,0,0,0,0,0,0,33.0000
2003,2,JAC,0.0,0,0,0,0,0,0,38.0000
2003,2,BUF,3.0,0,0,0,0,0,0,17.0000
2003,2,PIT,1.0,0,0,2,0,1,0,41.0000
2003,2,KC,4.0,0,0,3,1,1,0,20.0000
2003,2,NO,5.0,0,0,2,0,1,0,10.0000
2003,2,HOU,2.0,0,0,0,0,0,0,31.0000
2003,2,NYJ,1.0,0,0,0,1,0,0,21.0000
2003,2,MIA,1.0,0,0,1,0,0,0,10.0000
2003,2,OAK,2.0,0,0,2,0,1,0,20.0000
2003,2,CIN,0.0,0,0,0,0,0,0,23.0000
2003,2,PHI,2.0,0,0,0,0,0,0,31.0000
2003,2,NE,8.0,0,0,2,3,1,0,10.0000
2003,2,SD,1.0,0,0,0,0,0,0,37.0000
2003,2,DEN,0.0,0,0,1,0,0,0,13.0000
2003,2,SF,5.0,0,0,0,3,0,0,27.0000
2003,2,STL,1.0,0,0,1,0,0,0,24.0000
2003,2,CAR,1.0,0,3,1,0,0,0,9.0000
2003,2,TB,1.0,0,0,2,0,0,0,12.0000
2003,2,CHI,3.0,0,0,0,1,0,0,24.0000
2003,2,MIN,3.0,0,0,1,0,0,0,13.0000
2003,2,DAL,2.0,0,0,2,1,1,0,32.0000
2003,2,NYG,3.0,0,0,1,0,1,0,35.0000
2003,3,ARI,0.0,0,0,1,1,0,0,13.0000
2003,3,GB,0.0,0,0,1,0,0,0,20.0000
2003,3,ATL,1.0,0,0,0,1,0,0,31.0000
2003,3,TB,2.0,0,0,4,1,0,0,10.0000
2003,3,PIT,4.0,0,0,1,1,0,0,10.0000
2003,3,CIN,1.0,0,0,1,1,0,0,17.0000
2003,3,MIN,2.0,0,0,3,0,0,0,13.0000
2003,3,DET,2.0,0,0,1,0,0,0,23.0000
2003,3,HOU,1.0,0,0,2,0,0,0,42.0000
2003,3,KC,1.0,0,0,2,2,1,0,14.0000
2003,3,IND,2.0,0,0,0,1,0,0,13.0000
2003,3,JAC,0.0,0,0,1,0,0,0,23.0000
2003,3,NE,0.0,0,0,1,0,1,0,16.0000
2003,3,NYJ,4.0,0,0,0,1,0,0,23.0000
2003,3,BAL,1.0,0,0,3,0,0,0,10.0000
2003,3,SD,1.0,0,0,1,0,0,0,24.0000
2003,3,SF,3.0,0,0,1,0,0,0,13.0000
2003,3,CLE,2.0,0,0,1,0,0,0,12.0000
2003,3,STL,4.0,0,0,1,0,0,0,24.0000
2003,3,SEA,0.0,0,0,2,1,1,0,23.0000
2003,3,NO,1.0,0,0,0,1,0,0,27.0000
2003,3,TEN,3.0,0,0,0,2,0,0,12.0000
2003,3,NYG,3.0,0,0,1,0,0,0,21.0000
2003,3,WAS,1.0,0,0,0,0,0,0,24.0000
2003,3,BUF,1.0,0,0,2,1,1,0,17.0000
2003,3,MIA,4.0,0,0,3,0,0,0,7.0000
2003,3,OAK,2.0,0,1,0,1,0,0,31.0000
2003,3,DEN,5.0,0,0,1,0,0,0,10.0000
2003,4,BAL,3.0,0,0,0,0,0,0,17.0000
2003,4,KC,3.0,0,0,3,0,0,0,10.0000
2003,4,BUF,2.0,0,0,0,0,0,0,23.0000
2003,4,PHI,2.0,0,0,0,1,0,0,13.0000
2003,4,CAR,6.0,0,0,1,0,0,0,3.0000
2003,4,ATL,0.0,0,0,0,1,0,0,23.0000
2003,4,CIN,2.0,0,0,1,0,0,0,14.0000
2003,4,CLE,0.0,0,0,0,0,0,0,21.0000
2003,4,DEN,1.0,0,0,0,0,0,0,16.0000
2003,4,DET,3.0,0,0,0,1,0,0,20.0000
2003,4,JAC,1.0,0,0,2,2,0,0,24.0000
2003,4,HOU,0.0,0,0,3,2,0,0,20.0000
2003,4,SF,2.0,0,0,0,0,0,0,35.0000
2003,4,MIN,4.0,0,0,3,0,0,0,7.0000
2003,4,DAL,0.0,0,0,0,2,0,0,6.0000
2003,4,NYJ,2.0,0,0,1,0,0,0,17.0000
2003,4,SD,3.0,0,0,1,0,0,0,34.0000
2003,4,OAK,0.0,0,0,1,0,0,0,31.0000
2003,4,PIT,1.0,0,0,0,0,0,0,30.0000
2003,4,TEN,3.0,1,0,2,0,1,0,13.0000
2003,4,STL,1.0,0,0,0,2,0,0,13.0000
2003,4,ARI,1.0,0,0,1,0,0,0,37.0000
2003,4,NE,2.0,0,1,0,0,0,0,20.0000
2003,4,WAS,1.0,0,0,3,1,0,0,17.0000
2003,4,IND,1.0,0,0,2,2,1,0,21.0000
2003,4,NO,1.0,0,0,0,0,0,0,55.0000
2003,4,CHI,0.0,0,0,1,0,0,0,38.0000
2003,4,GB,5.0,0,1,2,0,0,0,23.0000
2003,5,MIN,2.0,0,0,2,1,0,0,26.0000
2003,5,ATL,2.0,0,0,1,0,0,0,39.0000
2003,5,BUF,1.0,0,0,1,1,0,0,16.0000
2003,5,CIN,4.0,0,0,0,0,0,0,22.0000
2003,5,CAR,0.0,0,0,1,0,0,0,13.0000
2003,5,NO,0.0,0,0,0,1,0,0,19.0000
2003,5,CHI,1.0,0,1,2,0,0,0,21.0000
2003,5,OAK,2.0,0,0,2,1,0,0,24.0000
2003,5,DAL,3.0,2,0,2,0,0,0,7.0000
2003,5,ARI,1.0,0,0,1,0,0,0,24.0000
2003,5,SEA,1.0,0,0,0,0,0,0,35.0000
2003,5,GB,2.0,0,0,1,1,0,0,13.0000
2003,5,SD,3.0,0,0,0,1,0,0,27.0000
2003,5,JAC,4.0,0,0,0,2,0,0,21.0000
2003,5,DEN,0.0,0,0,1,2,0,0,24.0000
2003,5,KC,0.0,0,0,0,1,0,0,23.0000
2003,5,NE,2.0,0,0,1,0,1,0,30.0000
2003,5,TEN,3.0,0,0,0,0,0,0,38.0000
2003,5,MIA,1.0,0,0,3,1,0,0,10.0000
2003,5,NYG,2.0,0,0,0,1,0,0,23.0000
2003,5,PHI,2.0,0,0,2,0,1,0,25.0000
2003,5,WAS,3.0,0,0,2,0,0,0,27.0000
2003,5,SF,0.0,0,0,2,0,0,0,17.0000
2003,5,DET,2.0,0,0,1,0,0,0,24.0000
2003,5,PIT,1.0,0,1,1,2,0,0,33.0000
2003,5,CLE,3.0,0,0,2,1,1,0,13.0000
2003,5,IND,0.0,0,1,1,0,0,0,35.0000
2003,5,TB,1.0,0,0,1,0,1,0,38.0000
2003,6,BAL,2.0,0,1,3,0,2,0,18.0000
2003,6,ARI,1.0,0,0,0,0,0,0,26.0000
2003,6,CLE,1.0,0,0,0,0,0,0,7.0000
2003,6,OAK,2.0,0,0,0,1,0,0,13.0000
2003,6,DAL,2.0,0,0,0,1,0,0,21.0000
2003,6,PHI,1.0,0,0,1,0,0,0,23.0000
2003,6,DEN,6.0,0,0,0,1,0,0,14.0000
2003,6,PIT,2.0,0,0,2,1,0,0,17.0000
2003,6,GB,0.0,0,1,0,0,0,0,40.0000
2003,6,KC,3.0,0,0,1,1,1,0,34.0000
2003,6,IND,3.0,0,0,1,1,0,0,23.0000
2003,6,CAR,0.0,0,0,1,3,0,0,20.0000
2003,6,MIA,4.0,0,0,3,2,1,0,10.0000
2003,6,JAC,1.0,0,0,1,1,0,0,24.0000
2003,6,NE,2.0,0,0,4,1,1,0,6.0000
2003,6,NYG,2.0,0,0,0,0,0,0,17.0000
2003,6,CHI,0.0,0,0,0,0,0,0,20.0000
2003,6,NO,3.0,0,0,0,2,0,0,13.0000
2003,6,BUF,2.0,0,0,0,0,0,0,30.0000
2003,6,NYJ,7.0,0,0,2,2,0,0,3.0000
2003,6,HOU,1.0,0,0,0,1,0,0,38.0000
2003,6,TEN,1.0,0,0,3,0,1,0,17.0000
2003,6,TB,6.0,0,0,2,1,1,0,13.0000
2003,6,WAS,0.0,0,0,0,0,0,0,35.0000
2003,6,SEA,4.0,0,0,0,1,0,0,19.0000
2003,6,SF,4.0,0,0,1,0,0,0,20.0000
2003,6,ATL,0.0,0,0,2,1,0,0,36.0000
2003,6,STL,3.0,1,1,2,1,1,0,0.0000
2003,7,ATL,3.0,0,0,0,1,0,0,45.0000
2003,7,NO,1.0,0,0,1,0,0,0,17.0000
2003,7,WAS,1.0,0,0,1,1,0,0,24.0000
2003,7,BUF,2.0,0,0,0,1,0,0,7.0000
2003,7,TEN,4.0,0,0,0,4,1,0,17.0000
2003,7,CAR,3.0,0,0,0,0,0,0,37.0000
2003,7,CIN,3.0,0,0,1,2,0,0,26.0000
2003,7,BAL,4.0,0,0,0,0,0,0,34.0000
2003,7,SD,3.0,0,0,2,0,1,0,20.0000
2003,7,CLE,1.0,0,0,1,0,0,0,26.0000
2003,7,DAL,1.0,0,0,3,1,1,0,7.0000
2003,7,DET,1.0,0,0,0,2,1,0,38.0000
2003,7,HOU,2.0,0,0,0,0,0,0,19.0000
2003,7,NYJ,2.0,0,0,0,0,0,0,14.0000
2003,7,NE,1.0,0,1,2,1,0,0,13.0000
2003,7,MIA,1.0,0,0,0,3,0,0,19.0000
2003,7,MIN,5.0,0,0,3,1,1,0,20.0000
2003,7,DEN,2.0,0,0,0,0,0,0,28.0000
2003,7,NYG,3.0,0,0,1,1,0,0,14.0000
2003,7,PHI,3.0,0,0,0,2,0,0,10.0000
2003,7,SF,2.0,0,0,3,1,0,0,7.0000
2003,7,TB,1.0,0,2,1,1,0,0,24.0000
2003,7,CHI,2.0,0,0,1,2,0,0,24.0000
2003,7,SEA,3.0,0,0,2,0,0,0,17.0000
2003,7,STL,1.0,0,0,1,3,0,0,24.0000
2003,7,GB,2.0,0,0,2,0,0,0,34.0000
2003,7,OAK,2.0,0,0,1,0,0,0,17.0000
2003,7,KC,4.0,0,0,2,0,0,0,10.0000
2003,8,SF,1.0,0,0,1,0,0,0,16.0000
2003,8,ARI,2.0,0,1,0,1,0,0,13.0000
2003,8,DEN,2.0,0,0,0,0,0,0,26.0000
2003,8,BAL,2.0,0,0,2,0,0,0,6.0000
2003,8,CHI,0.0,0,0,2,0,0,1,16.0000
2003,8,DET,2.0,0,1,0,0,0,0,24.0000
2003,8,CIN,2.0,0,1,3,2,0,0,24.0000
2003,8,SEA,2.0,0,0,0,0,0,0,27.0000
2003,8,IND,2.0,0,0,1,1,0,0,21.0000
2003,8,HOU,0.0,0,0,0,0,0,0,30.0000
2003,8,JAC,0.0,0,0,1,0,0,0,30.0000
2003,8,TEN,2.0,0,0,2,1,0,0,17.0000
2003,8,NYG,4.0,0,0,2,0,0,0,17.0000
2003,8,MIN,1.0,0,1,1,0,0,0,29.0000
2003,8,NE,4.0,0,0,1,0,0,0,3.0000
2003,8,CLE,1.0,0,0,0,0,0,0,9.0000
2003,8,CAR,2.0,0,0,1,2,0,0,20.0000
2003,8,NO,1.0,0,1,0,0,0,0,23.0000
2003,8,PHI,2.0,0,1,1,1,0,0,17.0000
2003,8,NYJ,5.0,0,0,1,1,0,0,24.0000
2003,8,PIT,2.0,0,0,0,1,0,0,33.0000
2003,8,STL,2.0,0,0,3,1,0,0,21.0000
2003,8,DAL,2.0,0,0,0,0,0,0,16.0000
2003,8,TB,4.0,0,0,2,1,0,0,0.0000
2003,8,BUF,0.0,0,1,0,0,0,0,38.0000
2003,8,KC,3.0,0,0,5,2,0,0,5.0000
2003,8,MIA,6.0,1,0,3,0,0,0,10.0000
2003,8,SD,1.0,0,0,0,1,0,0,26.0000
2003,9,ARI,2.0,0,0,2,0,0,0,14.0000
2003,9,CIN,2.0,0,0,0,1,0,0,17.0000
2003,9,ATL,2.0,0,1,0,0,0,0,23.0000
2003,9,PHI,3.0,0,0,1,0,0,0,16.0000
2003,9,BAL,4.0,0,0,1,2,0,0,17.0000
2003,9,JAC,0.0,0,0,1,1,1,0,24.0000
2003,9,CHI,0.0,0,0,1,0,0,0,7.0000
2003,9,SD,2.0,0,0,1,0,0,0,20.0000
2003,9,DAL,4.0,0,1,0,0,0,0,14.0000
2003,9,WAS,1.0,0,0,2,2,0,0,21.0000
2003,9,DET,3.0,0,0,3,1,0,0,13.0000
2003,9,OAK,0.0,0,0,1,1,0,0,23.0000
2003,9,HOU,0.0,0,0,1,0,0,0,10.0000
2003,9,CAR,2.0,0,0,0,0,0,0,14.0000
2003,9,IND,5.0,0,0,0,2,0,0,17.0000
2003,9,MIA,4.0,0,0,1,1,0,0,23.0000
2003,9,NYJ,1.0,0,0,0,0,0,0,31.0000
2003,9,NYG,3.0,0,1,2,2,0,0,28.0000
2003,9,SF,5.0,0,0,2,1,0,0,10.0000
2003,9,STL,1.0,0,1,1,1,0,0,30.0000
2003,9,PIT,5.0,0,0,0,0,0,0,23.0000
2003,9,SEA,2.0,0,1,0,0,0,0,16.0000
2003,9,TB,1.0,0,0,1,0,0,0,17.0000
2003,9,NO,4.0,0,0,2,4,1,0,14.0000
2003,9,MIN,1.0,0,0,1,0,0,0,30.0000
2003,9,GB,2.0,0,0,0,0,0,0,27.0000
2003,9,NE,0.0,0,0,1,0,0,0,26.0000
2003,9,DEN,0.0,0,0,1,1,0,1,30.0000
2003,10,TB,2.0,0,0,2,0,1,0,27.0000
2003,10,CAR,3.0,0,0,1,0,1,0,24.0000
2003,10,HOU,0.0,0,0,1,0,0,0,34.0000
2003,10,CIN,2.0,0,0,1,0,0,0,27.0000
2003,10,DAL,3.0,0,0,0,2,0,0,6.0000
2003,10,BUF,1.0,0,0,0,0,0,0,10.0000
2003,10,CHI,1.0,0,0,0,0,0,0,12.0000
2003,10,DET,2.0,0,1,1,0,0,0,10.0000
2003,10,JAC,0.0,0,0,2,0,0,0,23.0000
2003,10,IND,0.0,0,0,1,0,0,0,28.0000
2003,10,CLE,4.0,0,0,0,2,0,0,41.0000
2003,10,KC,3.0,0,0,1,1,0,0,20.0000
2003,10,ATL,3.0,0,0,2,2,0,0,7.0000
2003,10,NYG,1.0,0,1,0,0,0,0,27.0000
2003,10,OAK,0.0,0,0,0,0,0,1,27.0000
2003,10,NYJ,0.0,0,0,0,1,0,0,24.0000
2003,10,PIT,5.0,0,0,0,1,0,0,15.0000
2003,10,ARI,1.0,0,0,0,1,0,0,28.0000
2003,10,MIN,2.0,0,0,0,0,0,0,42.0000
2003,10,SD,3.0,0,0,1,1,0,0,28.0000
2003,10,MIA,0.0,0,0,0,0,0,0,31.0000
2003,10,TEN,4.0,0,0,3,2,1,0,7.0000
2003,10,WAS,3.0,0,0,1,1,0,0,20.0000
2003,10,SEA,0.0,0,0,2,0,0,0,27.0000
2003,10,BAL,4.0,0,0,2,2,0,0,33.0000
2003,10,STL,7.0,0,0,3,4,1,0,22.0000
2003,10,PHI,1.0,0,0,1,2,0,0,14.0000
2003,10,GB,1.0,0,0,0,0,0,0,17.0000
2003,11,HOU,4.0,0,0,0,1,0,0,10.0000
2003,11,BUF,4.0,0,0,1,0,0,0,12.0000
2003,11,CAR,3.0,0,0,1,1,0,0,17.0000
2003,11,WAS,0.0,0,0,2,2,0,0,20.0000
2003,11,CHI,4.0,0,0,2,1,0,1,23.0000
2003,11,STL,1.0,0,0,2,0,0,0,21.0000
